name,platform,year_of_release,genre,publisher,developer,na_sales,eu_sales,jp_sales,critic_score,user_score
Dengeki Gakuen RPG: Cross of Venus,DS,2009.0,Role-Playing,ASCII Media Works,NaN,0,0,0.05,NaN,NaN
Judge Dredd,PS,1997.0,Platform,Gremlin Interactive Ltd,NaN,0.03,0.02,0,NaN,NaN
Minna no Ennichi,3DS,2012.0,Action,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Domino Rally,Wii,2007.0,Action,Nordcurrent,RED Entertainment,0.05,0,0,57.0,#VALUE!
King Arthur,XB,2004.0,Action,Konami Digital Entertainment,Krome Studios,0.04,0.01,0,61.0,#VALUE!
Bass Rise,PS,1999.0,Sports,Namco Bandai Games,NaN,0.03,0.02,0,NaN,NaN
Dynamite Headdy,GEN,1993.0,Platform,Sega,NaN,0,0,0.05,NaN,NaN
Choujikuu Yousai Macross: Do You Remember Love,PS3,2012.0,Shooter,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Arcania: Gothic 4,PS4,2015.0,Role-Playing,Nordic Games,NaN,0.04,0,0,NaN,NaN
Match 3 Madness,DS,2010.0,Puzzle,Foreign Media Games,Most Wanted Entertainment,0,0.05,0,NaN,#VALUE!
Countdown: The Game,Wii,2009.0,Puzzle,Mindscape,NaN,0,0.05,0,NaN,NaN
Rockin' Pretty,DS,2009.0,Misc,Arc System Works,Arc System Works,0.05,0,0,NaN,#VALUE!
Men of War: Assault Squad,PC,2011.0,Strategy,1C Company,"THQ, 1C, 1C Company",0.01,0.03,0,77.0,8.2
Persona 2: Eternal Punishment,PSP,2012.0,Role-Playing,Atlus,NaN,0,0,0.05,NaN,NaN
Dragon's Lair 3D: Return to the Lair,XB,2002.0,Platform,Ubisoft,NaN,0.04,0.01,0,NaN,NaN
Rhapsody: A Musical Adventure,DS,2008.0,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,0.05,0,0,67.0,6.8
Growlanser: Heritage of War (jp sales),PS2,2006.0,Role-Playing,Rising Star Games,NaN,0,0,0.05,NaN,NaN
Myst IV: Revelation,XB,2005.0,Adventure,Ubisoft,Ubisoft Montreal,0.04,0.01,0,75.0,#VALUE!
Sled Shred featuring the Jamaican Bobsled Team,Wii,2010.0,Sports,SouthPeak Games,Just For Fun,0.05,0,0,NaN,#VALUE!
Pachinko Wars II,SNES,1993.0,Misc,Coconuts Japan,NaN,0,0,0.05,NaN,NaN
Jake Power: Policeman,DS,2008.0,Adventure,Ubisoft,Ubisoft,0.05,0,0,NaN,#VALUE!
The Nightmare of Druaga: Fushigino Dungeon,PS2,2004.0,Role-Playing,Arika,NaN,0.03,0.02,0,NaN,NaN
Dead Island Definitive Collection,XOne,2016.0,Action,Deep Silver,Techland,0.02,0.03,0,67.0,4.9
PAC-MAN and the Ghostly Adventures,WiiU,2013.0,Platform,Namco Bandai Games,"Namco Bandai Games, Monkey Bar Games",0.03,0.01,0,58.0,6.5
Animal Planet: Vet Collection,DS,2010.0,Simulation,Activision,Activision,0.05,0,0,NaN,#VALUE!
Lernerfolg Vorschule: Capt'n Sharky,DS,2009.0,Misc,Tivola,NaN,0,0.04,0,NaN,NaN
Virtua Striker 2002,GC,2002.0,Sports,Sega,Amusement Vision,0.01,0,0.03,58.0,6
WRC 5: FIA World Rally Championship,PS4,2015.0,Sports,Bigben Interactive,NaN,0,0.05,0,NaN,NaN
UEFA Champions League 2006-2007,X360,2007.0,Sports,Electronic Arts,EA Canada,0.04,0.01,0,72.0,8.2
Fate/Unlimited Codes Portable,PSP,2009.0,Fighting,Capcom,NaN,0,0,0.05,NaN,NaN
Centipede: Infestation,Wii,2011.0,Shooter,Atari,WayForward,0.05,0,0,NaN,#VALUE!
F1 2015,PC,2015.0,Racing,Codemasters,Codemasters,0,0.05,0,61.0,3.6
Game no Kanzume Vol 2,SCD,1994.0,Misc,Sega,NaN,0,0,0.05,NaN,NaN
Luminous Arc Infinity,PSV,2015.0,Action,Marvel Entertainment,NaN,0,0,0.05,NaN,NaN
Disney's PK: Out of the Shadows,GC,2002.0,Platform,Ubisoft,Ubisoft,0.04,0.01,0,46.0,#VALUE!
Aliens in the Attic,DS,2009.0,Action,Playlogic Game Factory,Engine Software,0.05,0,0,58.0,6
JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006.0,Action,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
The Idolmaster 2,X360,2011.0,Simulation,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Hunted: The Demon's Forge,PC,2011.0,Action,Bethesda Softworks,InXile Entertainment,0.03,0.01,0,61.0,6.6
Powerdrome,PS2,2004.0,Racing,Evolved Games,Argonaut Games,0.03,0.02,0,54.0,#VALUE!
Dreamer Series: Puppy Trainer,DS,2008.0,Simulation,DreamCatcher Interactive,Dreamcatcher,0.05,0,0,NaN,#VALUE!
SingStar Mallorca Party,PS3,2009.0,Misc,Sony Computer Entertainment,NaN,0,0.04,0,NaN,NaN
Pro Yakyuu Spirits 5 Kanzenban,PS2,2008.0,Sports,Konami Digital Entertainment,NaN,0,0,0.05,NaN,NaN
Shin Sangoku Musou 5 Special,PSP,2009.0,Action,Tecmo Koei,NaN,0,0,0.05,NaN,NaN
Major Minor's Majestic March,Wii,2009.0,Misc,Majesco Entertainment,NanaOn-Sha,0.05,0,0,46.0,#VALUE!
Pony Friends: Mini Breeds Edition,DS,2008.0,Simulation,Eidos Interactive,"Eidos Interactive, Tantalus Interactive",0.05,0,0,NaN,#VALUE!
Otogi 2: Immortal Warriors,XB,2003.0,Action,Sega,From Software,0.04,0.01,0,79.0,8.3
Legend of Kay,PS2,2005.0,Action,JoWood Productions,Neon Studios,0.03,0.02,0,72.0,7.3
Walt Disney Pictures Presents Enchanted,DS,2007.0,Platform,Disney Interactive Studios,NaN,0.04,0.01,0,NaN,NaN
Lucha Libre AAA: Heroes del Ring,X360,2010.0,Fighting,Konami Digital Entertainment,Immersion Software & Graphics,0.05,0,0,49.0,6.3
Piglet's Big Game,GC,2003.0,Platform,Gotham Games,Doki Denki,0.04,0.01,0,70.0,8
Tom Clancy's HAWX 2,PC,2010.0,Action,Ubisoft,Ubisoft,0,0.04,0,66.0,3.8
Myth Makers: Orbs of Doom,Wii,2007.0,Puzzle,Popcorn Arcade,Data Design Interactive,0.05,0,0,NaN,1.1
Fallout: Brotherhood of Steel,XB,2004.0,Role-Playing,Avalon Interactive,Interplay,0.04,0.01,0,66.0,5.5
Koi to Senkyo to Chocolate Portable,PSP,2012.0,Adventure,Kadokawa Shoten,NaN,0,0,0.05,NaN,NaN
IndyCar Series,XB,2003.0,Racing,Codemasters,Codemasters,0.04,0.01,0,71.0,7.8
Strawberry Shortcake: Strawberryland Games,DS,2006.0,Action,Game Factory,Gorilla Systems,0.05,0,0,NaN,#VALUE!
Ultra Bust-A-Move,XB,2004.0,Puzzle,505 Games,Taito Corporation,0.04,0.01,0,74.0,#VALUE!
Rally Fusion: Race of Champions,XB,2002.0,Racing,Activision,Climax Group,0.04,0.01,0,69.0,#VALUE!
Teenage Mutant Ninja Turtles: Mutants in Manha...,PS3,2016.0,Action,Activision,PlatinumGames,0.01,0.03,0,NaN,3.4
Sherlock Holmes: Crimes & Punishments,X360,2014.0,Adventure,Focus Home Interactive,NaN,0.03,0.02,0,NaN,NaN
Piglet's Big Game,GBA,2003.0,Platform,THQ,NaN,0.04,0.01,0,NaN,NaN
Killing Floor 2,PS4,2016.0,Shooter,Tripwire Interactive,Tripwire Interactive,0.03,0.01,0,76.0,8
Pinball Hall of Fame: The Gottlieb Collection,GC,2005.0,Misc,Crave Entertainment,NaN,0.04,0.01,0,NaN,NaN
Ferrari F355 Challenge,PS2,2002.0,Racing,Sony Computer Entertainment,Sega AM2,0.03,0.02,0,70.0,4.4
Adventure Time: Finn & Jake Investigations,WiiU,2015.0,Action,Little Orbit,NaN,0.03,0.02,0,NaN,NaN
Mr Bean's Wacky World of Wii,Wii,2009.0,Adventure,Blast! Entertainment Ltd,Blast! Entertainment Ltd,0,0.05,0,NaN,#VALUE!
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998.0,Action,Swing! Entertainment,NaN,0.03,0.02,0,NaN,NaN
My Horse & Me: Riding for Gold,Wii,2008.0,Sports,Atari,NaN,0.04,0.01,0,NaN,NaN
Mortal Kombat X,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,High Voltage Software,0.01,0.04,0,76.0,5.1
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010.0,Fighting,Hudson Soft,NaN,0,0,0.05,NaN,NaN
Cities in Motion,PC,2011.0,Simulation,Paradox Interactive,Colossal Order,0,0.04,0,70.0,7.7
Shifters,PS2,2002.0,Adventure,3DO,3DO,0.03,0.02,0,37.0,5.9
Samantha Swift and the Hidden Roses of Athena,DS,2010.0,Adventure,Unknown,Navarre Corp,0.04,0.01,0,NaN,#VALUE!
RPG Tsukuru DS,DS,2010.0,Role-Playing,Enterbrain,NaN,0,0,0.05,NaN,NaN
To Heart 2: Dungeon Travelers,PSV,2015.0,Adventure,Aqua Plus,NaN,0,0,0.05,NaN,NaN
Bladestorm: Nightmare,XOne,2015.0,Action,Tecmo Koei,Omega Force,0.03,0.02,0,48.0,7.1
TNA iMPACT: Cross the Line,PSP,2010.0,Fighting,SouthPeak Games,Point of View,0.05,0,0,50.0,6.5
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008.0,Role-Playing,Sega,NaN,0,0,0.05,NaN,NaN
Kamen Rider: Dragon Knight,DS,2009.0,Fighting,D3Publisher,Natsume,0.05,0,0,NaN,#VALUE!
The BIGS 2,DS,2009.0,Sports,Take-Two Interactive,Blue Castle Games,0.05,0,0,NaN,#VALUE!
Sacred 3,X360,2014.0,Role-Playing,Deep Silver,Deep Silver,0.03,0.02,0,51.0,4.1
Captain America: Super Soldier,DS,NaN,Action,Sega,NaN,0.05,0,0,NaN,NaN
Venetica,PC,2009.0,Role-Playing,DTP Entertainment,Deck 13,0,0.04,0,61.0,6.8
Operation Flashpoint: Dragon Rising,PC,2009.0,Shooter,Codemasters,Codemasters,0.02,0.03,0,76.0,4.9
Princess on Ice,DS,2008.0,Sports,505 Games,Arc System Works,0.04,0.01,0,NaN,#VALUE!
Lagoon,SNES,1991.0,Role-Playing,Kemco,NaN,0,0,0.05,NaN,NaN
Sesame Street: Cookie's Counting Carnival,PC,2010.0,Misc,Warner Bros. Interactive Entertainment,Black Lantern Studios,0.05,0,0,NaN,#VALUE!
Jewel Legends: Tree of Life,DS,2011.0,Puzzle,Rising Star Games,Rising Star Games,0,0.04,0,NaN,#VALUE!
Wasteland 2,XOne,2015.0,Role-Playing,Deep Silver,InXile Entertainment,0.04,0.01,0,77.0,7.1
DoDonPachi Resurrection,X360,2010.0,Shooter,Rising Star Games,Cave,0,0.04,0,77.0,8.6
Trick x Logic: Season 1,PSP,2010.0,Adventure,Sony Computer Entertainment,NaN,0,0,0.05,NaN,NaN
Mawashite Tsunageru Touch Panic,DS,2006.0,Puzzle,Nintendo,NaN,0,0,0.05,NaN,NaN
MorphX,X360,2010.0,Shooter,505 Games,"Buka Entertainment, Targem Games",0.05,0,0,33.0,6.6
Monster! Bass Fishing,GBA,2003.0,Sports,Ignition Entertainment,NaN,0.04,0.01,0,NaN,NaN
Sigma Star Saga,GBA,2005.0,Role-Playing,Atari,WayForward,0.04,0.01,0,68.0,8.2
Winning Post 7 2010,PSP,2010.0,Sports,Tecmo Koei,NaN,0,0,0.05,NaN,NaN
Imagine Animal Doctor Care Center,DS,2010.0,Simulation,Ubisoft,Ubisoft,0.05,0,0,NaN,#VALUE!
Air Traffic Chaos,DS,2007.0,Simulation,Ertain,Sonic Powered,0.05,0,0,66.0,#VALUE!
Batman: Gotham City Racer,PS,2001.0,Racing,Ubisoft,NaN,0.03,0.02,0,NaN,NaN
Game of Thrones (Telltale),PS4,2015.0,Adventure,Telltale Games,NaN,0.04,0,0,NaN,NaN
Sengoku Basara X,PS2,2008.0,Fighting,Capcom,NaN,0,0,0.05,NaN,NaN
Legend of Kay,WiiU,2015.0,Action,Nordic Games,NaN,0.03,0.02,0,NaN,NaN
Imagine: Party Planner,DS,2009.0,Simulation,Ubisoft,Ubisoft Porto Alegre,0.05,0,0,NaN,#VALUE!
Doraemon: Nobita no Kyouryuu 2006 DS,DS,2006.0,Role-Playing,Sega,NaN,0,0,0.05,NaN,NaN
Ontamarama,DS,2007.0,Action,Atlus,Noise Factory,0.05,0,0,71.0,#VALUE!
DokiDoki Majo Shinpan!,DS,2007.0,Adventure,SNK Playmore,NaN,0,0,0.05,NaN,NaN
Starry ? Sky: In Spring,PSP,2010.0,Misc,Asgard,NaN,0,0,0.05,NaN,NaN
FIFA Soccer 2004,GBA,2003.0,Sports,Electronic Arts,Exient Entertainment,0.04,0.01,0,82.0,7.9
Armored Core: Formula Front Extreme Battle,PSP,2004.0,Simulation,505 Games,NaN,0.05,0,0,NaN,NaN
Downforce,PS2,2002.0,Racing,Avalon Interactive,SmartDog,0.03,0.02,0,69.0,#VALUE!
Little Busters! Converted Edition,PS2,2009.0,Adventure,Prototype,NaN,0,0,0.05,NaN,NaN
Pet Pals: New Leash on Life,DS,2010.0,Simulation,Destineer,Legacy Interactive,0.05,0,0,NaN,#VALUE!
Disney's Party,GC,2002.0,Misc,Electronic Arts,Neverland,0.04,0.01,0,39.0,7.8
The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,2K Marin,0,0.05,0,66.0,6.5
Hysteria Hospital: Emergency Ward,Wii,2009.0,Action,Oxygen Interactive,Gameinvest,0.05,0,0,53.0,#VALUE!
Nanostray 2,DS,2008.0,Shooter,Codemasters,Shin'en,0.03,0.01,0,75.0,7.8
Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004.0,Sports,Konami Digital Entertainment,NaN,0,0,0.05,NaN,NaN
Dokapon Journey,DS,2008.0,Role-Playing,Sting,Suzak,0.05,0,0,60.0,7
Summon Night X: Tears Crown,DS,2009.0,Role-Playing,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Pawly Pets: My Vet Practice,DS,2007.0,Strategy,Ubisoft,NaN,0,0.05,0,NaN,NaN
Metal Slug Anthology,PSP,2007.0,Shooter,Ignition Entertainment,Terminal Reality,0.02,0,0.02,78.0,7.4
Back to the Future: The Game,Wii,2011.0,Adventure,Telltale Games,Iron Galaxy Studios,0.05,0,0,66.0,4.1
Taiho Shichauzo!,PS,2001.0,Adventure,Pioneer LDC,NaN,0,0,0.05,NaN,NaN
Phantom Crash,XB,2002.0,Simulation,Phantagram,Genki,0.03,0.01,0.01,74.0,8.3
Yanya Caballista: City Skater,PS2,2001.0,Sports,Tecmo Koei,Cave,0.02,0.02,0,58.0,6.3
Expendable,PS,1999.0,Action,Infogrames,NaN,0.03,0.02,0,NaN,NaN
SeaWorld Adventure Parks: Shamu's Deep Sea Adv...,DS,2005.0,Adventure,Activision,NaN,0.05,0,0,NaN,NaN
The Idolmaster: Gravure For You! Vol. 2,PS3,2011.0,Misc,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Arthur! Ready to Race,PS,2000.0,Racing,The Learning Company,NaN,0.03,0.02,0,NaN,NaN
Thunder Force V: Perfect System,PS,1998.0,Shooter,TechnoSoft,NaN,0.03,0.02,0,NaN,NaN
The Typing of the Dead,DC,2000.0,Shooter,Sega,Smilebit,0,0,0.05,83.0,7.8
Utawarerumono: Futari no Hakuoro,PS4,2016.0,Misc,Aqua Plus,NaN,0,0,0.05,NaN,NaN
Sam & Max: Beyond Time and Space,Wii,2010.0,Adventure,Atari,NaN,0.05,0,0,NaN,NaN
The Idolm@ster: Dearly Stars,DS,2009.0,Adventure,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Shiren the Wanderer 5 Plus: Fortune Tower and ...,PSV,2015.0,Action,Aksys Games,NaN,0.01,0,0.04,NaN,NaN
Over the Hedge: Hammy Goes Nuts!,PSP,2006.0,Platform,Activision,Amaze Entertainment,0.05,0,0,58.0,#VALUE!
R.B.I. Baseball 2016,XOne,2016.0,Sports,MLB.com,NaN,0.05,0,0,NaN,NaN
Bakemonogatari Portable,PSP,2012.0,Action,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Jenga World Tour,Wii,2007.0,Misc,Atari,Atomic Planet Entertainment,0.05,0,0,26.0,2.8
Prism: Light the Way,DS,2007.0,Puzzle,Eidos Interactive,Game Sauce,0.05,0,0,73.0,#VALUE!
Tenchu: Dark Secret,DS,2006.0,Action,From Software,From Software,0.03,0,0.01,37.0,5.1
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Ch...,DS,2006.0,Misc,Nintendo,NaN,0,0,0.05,NaN,NaN
Shrek Super Party,GC,2003.0,Misc,TDK Mediactive,Mass Media,0.04,0.01,0,40.0,7.3
Monster 4x4: Masters of Metal,GC,2003.0,Racing,Ubisoft,Ubisoft,0.04,0.01,0,49.0,#VALUE!
Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998.0,Racing,Jaleco,NaN,0,0,0.05,NaN,NaN
Imagine: Artist,DS,2009.0,Misc,Ubisoft,Ubisoft,0.05,0,0,NaN,#VALUE!
Top Spin 2,DS,2006.0,Sports,Take-Two Interactive,Indie Built,0.05,0,0,51.0,#VALUE!
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007.0,Action,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
NHL Blades of Steel '99,N64,1999.0,Sports,Konami Digital Entertainment,NaN,0.05,0,0,NaN,NaN
Downtown no Gaki no Tsukai Yaarahen de!! Zetta...,3DS,2015.0,Action,Alchemist,NaN,0,0,0.05,NaN,NaN
Super Heroine Chronicle,PSV,2014.0,Role-Playing,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Second Sight,GC,2004.0,Adventure,Codemasters,Free Radical Design,0.04,0.01,0,77.0,8.5
Philosoma,PS,1995.0,Shooter,Sony Computer Entertainment,NaN,0.03,0.02,0,NaN,NaN
Virtua Fighter CG Portrait Series Vol.5: Wolf ...,SAT,1995.0,Misc,Sega,NaN,0,0,0.05,NaN,NaN
Puyo Pop,GBA,2001.0,Puzzle,Sega,Sonic Team,0.04,0.01,0,84.0,#VALUE!
Marriage Royale: Prism Story,PSP,2010.0,Adventure,ASCII Media Works,NaN,0,0,0.05,NaN,NaN
Kamiwaza,PS2,2006.0,Action,Acquire,NaN,0,0,0.05,NaN,NaN
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013.0,Shooter,Activision,Behaviour Interactive,0,0.05,0,NaN,6.2
Arcana Heart 3,X360,2011.0,Fighting,PQube,Examu,0,0.02,0.02,68.0,NaN
Rave Master,GC,2002.0,Fighting,Konami Digital Entertainment,Konami,0,0,0.05,60.0,6.3
Bejeweled Twist,PC,2008.0,Puzzle,PopCap Games,PopCap,0.01,0.04,0,78.0,7.3
Kinnikuman Muscle Grand Prix Max,PS2,2006.0,Fighting,Konami Digital Entertainment,NaN,0,0,0.05,NaN,NaN
Suzuki Super-Bikes II: Riding Challenge,DS,2008.0,Racing,Valcon Games,Kuju Entertainment,0.05,0,0,NaN,#VALUE!
GRID,DS,NaN,Racing,Codemasters,Firebrand Games,0.04,0,0,79.0,8.1
Steins;Gate 0,PS4,2015.0,Adventure,PQube,5pb,0,0,0.05,81.0,8.3
Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,Prope,0.04,0,0,69.0,6.3
Jim Henson's Muppets in Spy Muppets: License t...,GBA,2003.0,Action,TDK Mediactive,NaN,0.04,0.01,0,NaN,NaN
Medal of Honor: European Assault (weekly JP sa...,PS2,2005.0,Shooter,Electronic Arts,NaN,0,0,0.05,NaN,NaN
Hail to the Chimp,PS3,2008.0,Misc,Gamecock,Wideload Games Inc.,0.05,0,0,51.0,4.5
Alias,XB,2004.0,Action,Acclaim Entertainment,Acclaim Studios Cheltenham,0.04,0.01,0,64.0,6
Super Robot Taisen Neo,Wii,2009.0,Strategy,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
ESPN International Winter Sports 2002,GC,2002.0,Sports,Konami Digital Entertainment,KCEO,0.04,0.01,0,62.0,#VALUE!
Dual Heroes,N64,1997.0,Fighting,Hudson Soft,NaN,0.04,0.01,0,NaN,NaN
Fighter Destiny 2,N64,1999.0,Fighting,Imagineer,NaN,0.04,0.01,0,NaN,NaN
Hercules: The Legendary Journeys,N64,2000.0,Role-Playing,Titus,NaN,0.04,0.01,0,NaN,NaN
Chameleon Twist 2,N64,1998.0,Platform,Infogrames,NaN,0.04,0.01,0,NaN,NaN
OutRun 2006: Coast 2 Coast,PS2,2006.0,Racing,Sega,Sumo Digital,0.02,0.01,0.01,81.0,8.8
Blues Brothers 2000,N64,2000.0,Platform,Virgin Interactive,NaN,0.04,0.01,0,NaN,NaN
Metal Max 2 Reloaded,DS,2011.0,Role-Playing,Unknown,NaN,0,0,0.05,NaN,NaN
Jewel Master: Cradle of Persia,DS,2012.0,Puzzle,Rising Star Games,Rising Star Games,0,0.04,0,NaN,#VALUE!
All Star Tennis 99,N64,1999.0,Sports,Ubisoft,NaN,0.04,0.01,0,NaN,NaN
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ke...,DS,2007.0,Misc,Spike,NaN,0,0,0.05,NaN,NaN
Winning Post World,PS3,2009.0,Sports,Tecmo Koei,NaN,0,0,0.05,NaN,NaN
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007.0,Misc,Irem Software Engineering,NaN,0,0,0.05,NaN,NaN
Arx Fatalis,XB,2003.0,Role-Playing,Mindscape,Arkane Studios,0.04,0.01,0,71.0,8.2
Mega Minis Volume 3,PSP,2011.0,Misc,Sony Computer Entertainment,NaN,0,0.04,0,NaN,NaN
Slam Dunk SD Heat Up!!,SNES,1995.0,Sports,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010.0,Adventure,O-Games,NaN,0.02,0.02,0,NaN,NaN
Dead in the Water,PS,1999.0,Action,ASC Games,NaN,0.03,0.02,0,NaN,NaN
Winning Post 7 2013,PS3,2013.0,Sports,Tecmo Koei,NaN,0,0,0.05,NaN,NaN
Ride,PS3,2015.0,Racing,Milestone S.r.l.,Milestone S.r.l,0,0.03,0.01,NaN,4.8
Detective Conan: Prelude from the Past,DS,2012.0,Action,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Dr. Seuss: Green Eggs and Ham,GBA,2003.0,Action,NewKidCo,Handheld Games,0.04,0.01,0,NaN,9
Zumba Fitness Core,X360,2012.0,Misc,505 Games,Zoe Mode,0,0.05,0,77.0,6.7
Atelier Rorona: Alchemist of Arland,PSV,2013.0,Role-Playing,Nippon Ichi Software,NaN,0,0,0.05,NaN,NaN
Guilty Gear Dust Strikers,DS,2006.0,Fighting,Majesco Entertainment,Arc System Works,0.05,0,0,60.0,5.8
Dark Summit,GC,2002.0,Sports,THQ,Radical Entertainment,0.04,0.01,0,68.0,4.5
Orcs & Elves,DS,2007.0,Role-Playing,Electronic Arts,NaN,0.05,0,0,NaN,NaN
Odoru Daisousasen The Game: Sensuikan ni Senny...,DS,2010.0,Adventure,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Turbo Turtle Adventure,GBA,2002.0,Puzzle,Majesco Entertainment,Iridon Interactive AB,0.04,0.01,0,70.0,#VALUE!
Sengoku Basara 4: Sumeragi,PS4,2015.0,Action,Capcom,NaN,0,0,0.05,NaN,NaN
TrackMania Turbo: Build to Race,DS,2010.0,Racing,Ubisoft,NaN,0.02,0.02,0,NaN,NaN
Shinseiki Evangelion 2: Tsukurareshi Sekai - A...,PSP,2006.0,Adventure,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994.0,Misc,Vap,NaN,0,0,0.05,NaN,NaN
Kamen Rider: Battride War Genesis,PSV,2016.0,Action,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Corpse Party: Blood Covered - Repeated Fear,PSP,2010.0,Adventure,5pb,NaN,0,0,0.05,NaN,NaN
Star Wars: Republic Commando,PC,2005.0,Shooter,LucasArts,LucasArts,0,0.04,0,78.0,8.7
Kart Racer,Wii,2009.0,Racing,Nordic Games,Nordic Games Publishing,0.03,0.01,0,NaN,#VALUE!
Chronicles of the Sword,PS,1996.0,Adventure,Psygnosis,NaN,0.03,0.02,0,NaN,NaN
The Lost Vikings,GBA,2003.0,Puzzle,Activision,Mass Media,0.04,0.01,0,75.0,9.1
Keiba Eight Special,SNES,1993.0,Sports,Misawa,NaN,0,0,0.05,NaN,NaN
Harukanaru Toki no Naka de 3,PS2,2004.0,Adventure,Tecmo Koei,NaN,0,0,0.05,NaN,NaN
Codename: Kids Next Door: Operation V.I.D.E.O....,GC,2005.0,Platform,Global Star,High Voltage Software,0.04,0.01,0,58.0,#VALUE!
Sherlock Holmes: Crimes & Punishments,PC,2014.0,Adventure,Focus Home Interactive,NaN,0,0.05,0,NaN,NaN
Reel Fishing: The Great Outdoors,PSP,2006.0,Sports,Natsume,Natsume,0.05,0,0,NaN,#VALUE!
Guild 01,3DS,2012.0,Action,Level 5,NaN,0,0,0.05,NaN,NaN
Tour de France 2011,X360,NaN,Racing,Focus Home Interactive,Cyanide,0,0.04,0,46.0,7.6
Durarara!! 3-way Standoff,PSP,2010.0,Adventure,ASCII Media Works,NaN,0,0,0.05,NaN,NaN
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005.0,Action,Zoo Digital Publishing,Krome Studios,0.04,0.01,0,73.0,#VALUE!
Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006.0,Adventure,Konami Digital Entertainment,NaN,0,0,0.05,NaN,NaN
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010.0,Role-Playing,Spike,NaN,0,0,0.05,NaN,NaN
Hokuto no Ken,PS2,2007.0,Fighting,Sega,NaN,0,0,0.05,NaN,NaN
Plants vs. Zombies,PC,2009.0,Strategy,PopCap Games,PopCap,0,0.04,0,87.0,8.9
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,2006.0,Misc,Konami Digital Entertainment,NaN,0,0,0.05,NaN,NaN
Secret Files: Tunguska,DS,2008.0,Adventure,Deep Silver,"10tacle Studios, Fusionsphere Systems",0.04,0.01,0,71.0,7.6
George of the Jungle and the Search for the Se...,DS,2008.0,Platform,Ignition Entertainment,Crave,0.05,0,0,44.0,NaN
Stretch Panic,PS2,2001.0,Platform,Midas Interactive Entertainment,Treasure,0.02,0.02,0,65.0,7.8
Hotel for Dogs,Wii,2009.0,Simulation,505 Games,505 Games,0.04,0,0,NaN,#VALUE!
Microsoft Flight Simulator X Acceleration Expa...,PC,2007.0,Simulation,Microsoft Game Studios,NaN,0,0.04,0,NaN,NaN
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013.0,Role-Playing,Square Enix,NaN,0,0,0.05,NaN,NaN
Blazing Souls: Accelate,PSP,2009.0,Role-Playing,Idea Factory,"Neverland, Idea Factory",0.04,0,0.01,NaN,7.8
PQ2: Practical Intelligence Quotient,PSP,2006.0,Puzzle,D3Publisher,Now Production,0.04,0,0,74.0,7.8
Baku Baku,SAT,1995.0,Puzzle,Sega,NaN,0,0,0.05,NaN,NaN
Sword Art Online: Game Director's Edition,PS4,2015.0,Role-Playing,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
SD Gundam: Over Galaxian,PS,1996.0,Shooter,Namco Bandai Games,NaN,0,0,0.05,NaN,NaN
Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,"Next Level Games, Nintendo",0.02,0.01,0.01,64.0,5.1
